Sat May 09 01:05:10 +0000 2020,"b'RT @khalids: Epidemik Covid19\n\nNegara Lain : Fokus menentang wabak covid19\n\nMalaysia : Sambil kita layan covid19, jom kita tukar-tukar kuas'",20SeriesTm,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Barat Daya, Pulau Pinang",382,1616,0,0,
Sat May 09 01:05:10 +0000 2020,b'RT @alfonsocendon: La siguiente grfica muestra el nmero de fallecimientos diario por #COVID19 en la provincia de #LeonEsp. \n\n#EsteVirusLo',leticiaConceta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","León, España",300,483,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @NIOSH: Grocery workers should avoid touching their nose, mouth, or eyes after handling items or merchandise. Workers should regularly w'",pjmugs,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pennsylvania,229,147,0,0,
Sat May 09 01:05:11 +0000 2020,b'RT @SnteNacional: #SNTEsalud  \n\nIMPORTANTE\nSi en casa tienes un enfermo LEVE de #Coronavirus #COVID19  Toma Nota  y consulta un mdi',EriQuino,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,517,1177,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @MINDEFMalaysia: Seramai 37,476 penuntut sudah dihantar pulang.\n#MinDefMalaysia\n#COVID19 https://t.co/4g7GpSPJhr'",kuala_muda,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pjbt Penerangan Daerah K. Muda,126,71,0,0,
Sat May 09 01:05:11 +0000 2020,"b""RT @VaMaFraVi: @KelemenCari @MollerDennis I can't understand how a janitor can come into a #Covid19 patient's room but not a family member""",ArmyStrongM0m,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Huntsville, AL",9914,9146,0,0,
Sat May 09 01:05:11 +0000 2020,"b'@brigidkeely @amaditalks exactly, this is a great way to contract + transmit #COVID19 '",banannaomi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Potawatomi land,1010,1166,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @Otto_Mas: Oye, Pablo, comntaselo tambin a Ayuso, que le han desaparecido 47 millones de euros en material sanitario chino y sin factu'",AlexGisela29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cornellà de Llobregat, España",119,896,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @omarfayad: Entregu 4 ambulancias, cubrebocas y cpsulas para el traslado de pacientes a la @cruzrojadelhgo para fortalecer su labor y'",PatyGonzalez_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,5237,536,0,0,
Sat May 09 01:05:11 +0000 2020,b'@naroh @jmlopezzafra Los muertos reales son estos:\n\n26.000 aceptados por el Gobierno ya que dieron + Test Covid19 https://t.co/XoxkyfsPGr',Ernestonewage,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",España,547,1286,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @Notimex: #COVID19 | Tenemos una constante coordinacin entre gobierno federal y estatal; no podemos hacer poltica con la pandemia, es'",Pollux19531,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,432,329,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @easternviking: A letter from Dr. Tull - May 8, 2020\nhttps://t.co/Ytb7sXhnh6'",ECCRSDGirlsBB,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Voorhees, NJ",184,464,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @KARlNJINSUl: Due to COVID19 Ill be blessing the first 300 people to like &amp; retweet this $750- $1500 through CashApp, Venmo , Apple Pay'",Ayeshaa_Khann,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,185,92,0,0,
Sat May 09 01:05:11 +0000 2020,"b'RT @Waspapping_: Kano people swear theyre richer than Kaduna state , but they cant afford isolation centers and testing laboratories for'",Emma28k,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zion ,1192,1971,0,0,
Sat May 09 01:05:11 +0000 2020,b'#FechadosComBolsonaro\n@jairbolsonaro \n@gen_heleno',Heloisahsr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,33,100,0,0,
